7	7	7	7	7	7	7	19	19	20	20	20	20	20	23	23	25	25	25	25	25	25	32	33	33	34	35	43	44	48	49	55	57	60	60	67	67	67	74	80	83	93	93	99	108	110	114	116	123	137	142	155	163	173	185	193	201	220	233	249	261	273	290	304	319	337	352	372	397	416	436	456	483	517	540	573	603	638	677	718	755	792	836	889	934	989	1037	1108	1167	1233	1297	1381	1452	1532	1610	1721	1804	1927	2017	2130
5	5	5	5	5	5	5	5	5	19	21	21	21	21	21	21	21	25	25	25	25	25	32	32	34	34	37	42	44	48	48	48	48	48	60	60	69	73	76	82	83	90	98	99	108	110	113	118	123	124	146	159	167	171	188	198	203	223	234	249	261	275	289	303	318	340	352	368	398	416	436	458	486	513	541	577	605	638	675	710	757	796	836	889	937	992	1043	1111	1166	1233	1300	1381	1455	1528	1605	1721	1803	1926	2016	2141
7	7	8	9	10	11	11	12	12	12	12	12	12	21	21	21	21	26	26	29	30	31	32	34	34	37	38	42	42	47	50	50	50	60	60	64	68	72	75	80	84	90	98	101	102	110	114	117	123	128	147	161	167	174	187	199	209	221	235	247	255	272	289	301	318	339	352	373	397	416	438	458	485	513	539	573	605	637	671	713	757	792	836	889	926	991	1042	1106	1164	1217	1301	1381	1455	1528	1605	1720	1811	1923	2018	2141
5	5	5	5	5	5	5	13	14	16	17	18	18	18	22	22	22	22	22	29	30	32	32	35	37	37	37	43	44	44	51	54	58	58	63	63	70	70	76	81	84	84	90	101	104	110	110	119	124	127	147	159	167	172	187	194	204	225	235	247	256	272	290	306	319	333	351	373	391	409	429	458	478	512	539	574	606	638	677	713	753	799	837	887	930	989	1042	1107	1164	1234	1301	1374	1455	1528	1606	1720	1808	1925	2017	2142
6	7	7	7	7	7	7	7	7	7	7	7	7	7	19	19	22	25	25	26	30	30	32	34	37	40	40	40	40	40	50	52	57	60	62	68	73	76	76	82	84	89	92	96	102	112	113	119	123	123	144	159	165	172	185	196	204	226	235	248	257	266	286	306	321	336	349	372	395	416	434	456	483	512	539	573	606	639	677	713	751	799	836	890	931	990	1035	1107	1168	1235	1302	1377	1454	1526	1605	1718	1813	1924	2017	2142
4	4	4	4	4	7	7	7	7	15	15	17	18	18	18	18	20	24	24	24	24	24	24	24	35	39	42	42	44	44	50	53	54	59	63	68	71	74	76	78	78	88	94	100	102	111	115	118	123	142	152	158	165	173	186	196	212	218	235	242	257	271	285	304	322	336	348	369	393	416	428	462	482	512	539	564	607	638	676	715	757	797	836	890	931	990	1037	1103	1165	1231	1302	1377	1454	1530	1605	1721	1813	1927	2022	2137
0	0	0	0	0	12	13	13	13	16	17	17	17	18	19	20	22	22	24	24	29	30	32	33	34	39	39	39	39	44	45	51	53	53	63	66	72	75	78	81	83	91	95	99	103	103	116	119	123	142	152	158	165	171	182	191	213	221	231	241	254	269	285	302	322	336	349	374	392	414	435	464	484	513	535	556	606	639	675	715	757	797	838	890	932	990	1039	1104	1165	1231	1301	1378	1454	1530	1608	1719	1808	1927	2019	2138
11	11	12	12	12	13	13	14	15	15	17	17	17	17	17	17	17	17	24	25	27	27	32	33	34	34	40	40	44	44	46	50	50	55	63	67	70	73	78	82	83	91	94	96	102	107	115	120	120	143	151	159	164	177	179	192	212	222	231	241	257	273	286	303	321	335	352	373	390	413	433	462	487	513	535	561	607	640	674	713	754	796	845	890	931	984	1037	1103	1168	1231	1303	1376	1456	1528	1609	1719	1808	1927	2031	2136
11	11	12	12	12	12	12	14	15	15	15	15	17	18	18	18	18	20	21	21	27	27	27	27	27	27	39	42	45	46	46	50	50	55	58	58	58	72	78	82	87	91	94	99	102	113	117	129	135	144	151	159	165	178	183	190	212	223	232	241	255	274	279	307	321	335	350	373	391	415	434	464	487	514	532	563	607	636	675	713	760	798	845	887	932	984	1031	1105	1169	1230	1301	1382	1454	1529	1609	1716	1815	1928	2028	2141
11	11	11	14	14	14	14	15	15	15	15	15	18	19	20	20	20	20	20	25	27	27	28	28	29	36	41	42	42	47	48	52	54	55	58	61	66	72	72	80	83	89	94	94	104	113	114	130	135	143	149	159	165	178	184	193	200	221	230	242	257	269	282	309	319	333	350	367	390	408	434	463	483	510	536	557	607	638	675	713	760	798	845	887	932	987	1038	1101	1168	1230	1301	1376	1456	1529	1608	1720	1815	1928	2030	2142
11	13	13	13	13	13	13	13	13	13	16	18	18	18	18	18	18	24	25	26	26	26	26	29	29	37	39	41	43	48	48	52	54	58	59	61	66	71	72	79	83	85	94	95	95	113	114	128	137	142	150	157	157	178	184	189	201	223	231	245	256	272	282	305	320	333	346	367	391	409	430	461	484	511	534	564	608	637	675	713	758	798	844	884	937	986	1038	1100	1167	1231	1308	1377	1457	1529	1604	1720	1816	1924	2026	2142
